Date,Time,Condition,Temperature,Wind,Wind Direction,Humidity,Barometer,Visibility,AM/PM,time_clean,time_round
20230418,10:53 PM,Passing clouds,50,7 mph,Wind blowing from 280° West to East,74%,30.15 Hg,10 mi,PM,2253,2300
20230418,11:53 PM,Partly cloudy,50,6 mph,Wind blowing from 280° West to East,74%,30.15 Hg,10 mi,PM,2353,2400
20230419,1:53 PM,Passing clouds,61,14 mph,Wind blowing from 260° West to East,42%,30.25 Hg,10 mi,PM,1353,1400
20230419,2:53 PM,Passing clouds,61,15 mph,Wind blowing from 260° West to East,46%,30.24 Hg,10 mi,PM,1453,1500
20230419,3:53 PM,Passing clouds,61,20 mph,Wind blowing from 280° West to East,44%,30.23 Hg,10 mi,PM,1553,1600
20230419,5:53 PM,Passing clouds,60,18 mph,Wind blowing from 280° West to East,47%,30.22 Hg,10 mi,PM,1753,1800
20230419,6:53 PM,Passing clouds,58,15 mph,Wind blowing from 300° West-northwest to East-southeast,54%,30.22 Hg,10 mi,PM,1853,1900
20230424,9:53 PM,Clear,50,5 mph,Wind blowing from 40° Northeast to Southwest,83%,30.01 Hg,10 mi,PM,2153,2200
20230419,11:53 PM,Passing clouds,50,5 mph,Wind blowing from 300° West-northwest to East-southeast,74%,30.30 Hg,10 mi,PM,2353,2400
20230420,1:53 PM,Partly sunny,65,14 mph,Wind blowing from 270° West to East,45%,30.33 Hg,10 mi,PM,1353,1400
20230420,2:53 PM,Scattered clouds,65,14 mph,Wind blowing from 260° West to East,45%,30.32 Hg,10 mi,PM,1453,1500
20230420,3:53 PM,Scattered clouds,64,17 mph,Wind blowing from 270° West to East,45%,30.31 Hg,10 mi,PM,1553,1600
20230420,5:53 PM,Scattered clouds,62,14 mph,Wind blowing from 260° West to East,54%,30.30 Hg,10 mi,PM,1753,1800
20230420,6:53 PM,Passing clouds,62,10 mph,Wind blowing from 280° West to East,52%,30.30 Hg,10 mi,PM,1853,1900
20230420,7:53 PM,Passing clouds,58,13 mph,Wind blowing from 270° West to East,58%,30.30 Hg,10 mi,PM,1953,2000
20230420,8:53 PM,Passing clouds,57,9 mph,Wind blowing from 260° West to East,62%,30.32 Hg,10 mi,PM,2053,2100
20230420,9:53 PM,Clear,55,3 mph,Wind blowing from 320° Northwest to Southeast,67%,30.33 Hg,10 mi,PM,2153,2200
20230420,10:53 PM,Clear,54,No wind,Wind blowing from 0° North to South,72%,30.33 Hg,10 mi,PM,2253,2300
20230420,11:53 PM,Passing clouds,53,No wind,Wind blowing from 0° North to South,74%,30.32 Hg,10 mi,PM,2353,2400
20230421,1:53 PM,Partly sunny,68,10 mph,Wind blowing from 260° West to East,51%,30.26 Hg,10 mi,PM,1353,1400
20230421,2:53 PM,Broken clouds,68,9 mph,Wind blowing from 270° West to East,55%,30.23 Hg,10 mi,PM,1453,1500
20230421,3:53 PM,Broken clouds,70,8 mph,Wind blowing from 280° West to East,53%,30.20 Hg,10 mi,PM,1553,1600
20230421,5:53 PM,Broken clouds,65,10 mph,Wind blowing from 300° West-northwest to East-southeast,61%,30.16 Hg,10 mi,PM,1753,1800
20230421,6:53 PM,Partly sunny,64,10 mph,Wind blowing from 280° West to East,65%,30.15 Hg,10 mi,PM,1853,1900
20230421,7:53 PM,Passing clouds,60,14 mph,Wind blowing from 280° West to East,72%,30.14 Hg,10 mi,PM,1953,2000
20230421,8:53 PM,Passing clouds,57,14 mph,Wind blowing from 280° West to East,78%,30.15 Hg,10 mi,PM,2053,2100
20230421,9:53 PM,Passing clouds,57,9 mph,Wind blowing from 290° West-northwest to East-southeast,78%,30.15 Hg,10 mi,PM,2153,2200
20230421,10:53 PM,Passing clouds,55,7 mph,Wind blowing from 290° West-northwest to East-southeast,87%,30.15 Hg,10 mi,PM,2253,2300
20230421,11:53 PM,Passing clouds,55,No wind,Wind blowing from 0° North to South,87%,30.14 Hg,10 mi,PM,2353,2400
20230422,1:53 PM,Scattered clouds,67,15 mph,Wind blowing from 290° West-northwest to East-southeast,57%,29.99 Hg,10 mi,PM,1353,1400
20230422,2:53 PM,Scattered clouds,65,15 mph,Wind blowing from 280° West to East,61%,29.98 Hg,10 mi,PM,1453,1500
20230422,3:53 PM,Scattered clouds,63,12 mph,Wind blowing from 260° West to East,68%,29.97 Hg,10 mi,PM,1553,1600
20230422,5:53 PM,Partly sunny,62,9 mph,Wind blowing from 250° West-southwest to East-northeast,67%,29.94 Hg,10 mi,PM,1753,1800
20230422,6:53 PM,Broken clouds,60,16 mph,Wind blowing from 280° West to East,69%,29.93 Hg,10 mi,PM,1853,1900
20230422,7:53 PM,Partly cloudy,59,10 mph,Wind blowing from 280° West to East,69%,29.93 Hg,10 mi,PM,1953,2000
20230422,8:53 PM,Passing clouds,58,8 mph,Wind blowing from 280° West to East,72%,29.94 Hg,10 mi,PM,2053,2100
20230422,9:53 PM,Clear,57,7 mph,Wind blowing from 280° West to East,74%,29.95 Hg,10 mi,PM,2153,2200
20230422,10:53 PM,Clear,55,No wind,Wind blowing from 0° North to South,80%,29.94 Hg,10 mi,PM,2253,2300
20230422,11:53 PM,Passing clouds,56,9 mph,Wind blowing from 260° West to East,81%,29.94 Hg,10 mi,PM,2353,2400
20230423,1:53 PM,Passing clouds,62,17 mph,Wind blowing from 250° West-southwest to East-northeast,70%,29.94 Hg,10 mi,PM,1353,1400
20230423,2:53 PM,Scattered clouds,63,17 mph,Wind blowing from 250° West-southwest to East-northeast,70%,29.94 Hg,10 mi,PM,1453,1500
20230423,3:53 PM,Scattered clouds,61,17 mph,Wind blowing from 250° West-southwest to East-northeast,72%,29.94 Hg,10 mi,PM,1553,1600
20230423,5:53 PM,Scattered clouds,58,21 mph,Wind blowing from 260° West to East,75%,29.93 Hg,10 mi,PM,1753,1800
20230423,6:53 PM,Scattered clouds,56,20 mph,Wind blowing from 270° West to East,77%,29.94 Hg,10 mi,PM,1853,1900
20230423,7:53 PM,Passing clouds,54,16 mph,Wind blowing from 270° West to East,77%,29.95 Hg,10 mi,PM,1953,2000
20230423,8:53 PM,Passing clouds,53,13 mph,Wind blowing from 270° West to East,80%,29.96 Hg,10 mi,PM,2053,2100
20230423,9:53 PM,Passing clouds,52,5 mph,Wind blowing from 230° Southwest to Northeast,83%,29.98 Hg,10 mi,PM,2153,2200
20230423,10:53 PM,Passing clouds,52,3 mph,Wind blowing from 110° East-southeast to West-northwest,83%,29.98 Hg,10 mi,PM,2253,2300
20230423,11:53 PM,Passing clouds,51,3 mph,Wind blowing from 80° East to West,83%,29.98 Hg,10 mi,PM,2353,2400
20230424,1:53 PM,Passing clouds,66,N/A,Wind blowing from -128° North to South,50%,30.01 Hg,10 mi,PM,1353,1400
20230424,2:53 PM,Passing clouds,63,16 mph,Wind blowing from 250° West-southwest to East-northeast,58%,30.00 Hg,10 mi,PM,1453,1500
20230424,3:53 PM,Scattered clouds,62,17 mph,Wind blowing from 250° West-southwest to East-northeast,60%,29.99 Hg,10 mi,PM,1553,1600
20230424,5:53 PM,Scattered clouds,59,13 mph,Wind blowing from 250° West-southwest to East-northeast,67%,29.98 Hg,10 mi,PM,1753,1800
20230424,6:53 PM,Scattered clouds,57,16 mph,Wind blowing from 260° West to East,67%,29.98 Hg,10 mi,PM,1853,1900
20230424,7:53 PM,Passing clouds,54,12 mph,Wind blowing from 260° West to East,74%,29.98 Hg,10 mi,PM,1953,2000
20230424,8:53 PM,Passing clouds,53,15 mph,Wind blowing from 270° West to East,77%,30.00 Hg,10 mi,PM,2053,2100
20230425,3:53 PM,Passing clouds,69,14 mph,Wind blowing from 300° West-northwest to East-southeast,49%,29.92 Hg,10 mi,PM,1553,1600
20230425,5:53 PM,Passing clouds,64,15 mph,Wind blowing from 280° West to East,56%,29.93 Hg,10 mi,PM,1753,1800
20230425,6:53 PM,Passing clouds,62,15 mph,Wind blowing from 290° West-northwest to East-southeast,56%,29.93 Hg,10 mi,PM,1853,1900
20230425,7:53 PM,Passing clouds,57,12 mph,Wind blowing from 300° West-northwest to East-southeast,69%,29.95 Hg,10 mi,PM,1953,2000
20230425,8:53 PM,Passing clouds,55,9 mph,Wind blowing from 300° West-northwest to East-southeast,74%,29.96 Hg,10 mi,PM,2053,2100
20230425,9:53 PM,Passing clouds,55,10 mph,Wind blowing from 280° West to East,77%,29.98 Hg,10 mi,PM,2153,2200
20230425,10:53 PM,Passing clouds,54,8 mph,Wind blowing from 280° West to East,80%,29.99 Hg,10 mi,PM,2253,2300
20230425,11:53 PM,Passing clouds,52,8 mph,Wind blowing from 310° Northwest to Southeast,86%,29.98 Hg,10 mi,PM,2353,2400
20230426,1:53 PM,Partly sunny,73,10 mph,Wind blowing from 290° West-northwest to East-southeast,44%,29.98 Hg,10 mi,PM,1353,1400
20230426,2:53 PM,Broken clouds,75,9 mph,Wind blowing from 300° West-northwest to East-southeast,45%,29.96 Hg,10 mi,PM,1453,1500
20230426,3:53 PM,Scattered clouds,74,12 mph,Wind blowing from 310° Northwest to Southeast,48%,29.95 Hg,10 mi,PM,1553,1600
20230426,5:53 PM,Scattered clouds,69,13 mph,Wind blowing from 300° West-northwest to East-southeast,47%,29.93 Hg,10 mi,PM,1753,1800
20230426,6:53 PM,Passing clouds,66,12 mph,Wind blowing from 310° Northwest to Southeast,56%,29.92 Hg,10 mi,PM,1853,1900
20230426,7:53 PM,Passing clouds,62,8 mph,Wind blowing from 300° West-northwest to East-southeast,70%,29.93 Hg,10 mi,PM,1953,2000
20230426,8:53 PM,Passing clouds,60,7 mph,Wind blowing from 330° North-northwest to South-southeast,62%,29.94 Hg,10 mi,PM,2053,2100
20230426,9:53 PM,Passing clouds,57,5 mph,Wind blowing from 10° North to South,72%,29.95 Hg,10 mi,PM,2153,2200
20230426,10:53 PM,Passing clouds,55,No wind,Wind blowing from 0° North to South,80%,29.97 Hg,10 mi,PM,2253,2300
20230426,11:53 PM,Passing clouds,55,No wind,Wind blowing from 0° North to South,80%,29.96 Hg,10 mi,PM,2353,2400
20230427,1:53 PM,Partly sunny,78,6 mph,Wind blowing from 300° West-northwest to East-southeast,35%,29.92 Hg,10 mi,PM,1353,1400
20230427,2:53 PM,Partly sunny,81,10 mph,Wind blowing from 310° Northwest to Southeast,38%,29.90 Hg,10 mi,PM,1453,1500
20230427,3:53 PM,Scattered clouds,81,14 mph,Wind blowing from 290° West-northwest to East-southeast,37%,29.88 Hg,10 mi,PM,1553,1600
20230427,5:53 PM,Scattered clouds,70,13 mph,Wind blowing from 300° West-northwest to East-southeast,55%,29.88 Hg,10 mi,PM,1753,1800
20230427,6:53 PM,Passing clouds,67,10 mph,Wind blowing from 300° West-northwest to East-southeast,61%,29.88 Hg,10 mi,PM,1853,1900
20230427,7:53 PM,Passing clouds,63,9 mph,Wind blowing from 300° West-northwest to East-southeast,68%,29.89 Hg,10 mi,PM,1953,2000
20230427,8:53 PM,Passing clouds,60,6 mph,Wind blowing from 330° North-northwest to South-southeast,69%,29.90 Hg,10 mi,PM,2053,2100
20230427,9:53 PM,Passing clouds,57,6 mph,Wind blowing from 340° North-northwest to South-southeast,81%,29.92 Hg,10 mi,PM,2153,2200
20230427,10:53 PM,Passing clouds,56,6 mph,Wind blowing from 340° North-northwest to South-southeast,84%,29.93 Hg,10 mi,PM,2253,2300
20230427,11:53 PM,Passing clouds,56,6 mph,Wind blowing from 300° West-northwest to East-southeast,87%,29.93 Hg,10 mi,PM,2353,2400
20230428,1:53 PM,Partly sunny,65,14 mph,Wind blowing from 290° West-northwest to East-southeast,66%,29.98 Hg,10 mi,PM,1353,1400
20230428,2:53 PM,Partly sunny,66,16 mph,Wind blowing from 290° West-northwest to East-southeast,63%,29.97 Hg,10 mi,PM,1453,1500
20230428,3:53 PM,Partly sunny,67,15 mph,Wind blowing from 300° West-northwest to East-southeast,61%,29.96 Hg,10 mi,PM,1553,1600
20230428,5:53 PM,Broken clouds,61,17 mph,Wind blowing from 300° West-northwest to East-southeast,72%,29.98 Hg,10 mi,PM,1753,1800
20230428,6:53 PM,Broken clouds,58,14 mph,Wind blowing from 300° West-northwest to East-southeast,81%,29.98 Hg,10 mi,PM,1853,1900
20230428,7:53 PM,Partly sunny,54,12 mph,Wind blowing from 310° Northwest to Southeast,86%,29.99 Hg,10 mi,PM,1953,2000
20230428,8:32 PM,Passing clouds,53,10 mph,Wind blowing from 300° West-northwest to East-southeast,89%,30.01 Hg,10 mi,PM,2032,2100
20230428,8:53 PM,Passing clouds,53,7 mph,Wind blowing from 320° Northwest to Southeast,89%,30.01 Hg,10 mi,PM,2053,2100
20230428,9:53 PM,Passing clouds,53,7 mph,Wind blowing from 310° Northwest to Southeast,89%,30.03 Hg,10 mi,PM,2153,2200
20230428,11:53 PM,Passing clouds,52,7 mph,Wind blowing from 310° Northwest to Southeast,89%,30.05 Hg,10 mi,PM,2353,2400
20230429,1:53 PM,Partly sunny,61,13 mph,Wind blowing from 290° West-northwest to East-southeast,67%,30.06 Hg,10 mi,PM,1353,1400
20230429,3:53 PM,Partly sunny,62,16 mph,Wind blowing from 290° West-northwest to East-southeast,65%,30.02 Hg,10 mi,PM,1553,1600
20230429,5:53 PM,Partly sunny,58,14 mph,Wind blowing from 300° West-northwest to East-southeast,75%,30.01 Hg,10 mi,PM,1753,1800
20230429,6:53 PM,Scattered clouds,56,15 mph,Wind blowing from 290° West-northwest to East-southeast,77%,30.01 Hg,10 mi,PM,1853,1900
20230429,7:53 PM,Scattered clouds,53,13 mph,Wind blowing from 280° West to East,86%,30.01 Hg,10 mi,PM,1953,2000
20230429,8:53 PM,Passing clouds,52,10 mph,Wind blowing from 290° West-northwest to East-southeast,86%,30.03 Hg,10 mi,PM,2053,2100
20230504,5:53 PM,Broken clouds,56,13 mph,Wind blowing from 270° West to East,72%,29.93 Hg,10 mi,PM,1753,1800
20230429,9:53 PM,Passing clouds,52,9 mph,Wind blowing from 290° West-northwest to East-southeast,83%,30.04 Hg,10 mi,PM,2153,2200
20230429,10:53 PM,Passing clouds,52,8 mph,Wind blowing from 290° West-northwest to East-southeast,83%,30.03 Hg,10 mi,PM,2253,2300
20230429,11:53 PM,Passing clouds,53,12 mph,Wind blowing from 280° West to East,80%,30.02 Hg,10 mi,PM,2353,2400
20230430,1:53 PM,Scattered clouds,64,21 mph,Wind blowing from 270° West to East,58%,29.94 Hg,10 mi,PM,1353,1400
20230430,2:53 PM,Scattered clouds,62,22 mph,Wind blowing from 260° West to East,60%,29.94 Hg,10 mi,PM,1453,1500
20230430,3:53 PM,Partly sunny,62,30 mph,Wind blowing from 290° West-northwest to East-southeast,58%,29.92 Hg,10 mi,PM,1553,1600
20230430,5:53 PM,Partly sunny,59,33 mph,Wind blowing from 290° West-northwest to East-southeast,64%,29.91 Hg,9 mi,PM,1753,1800
20230430,6:53 PM,Broken clouds,57,28 mph,Wind blowing from 280° West to East,69%,29.90 Hg,10 mi,PM,1853,1900
20230430,7:53 PM,Partly sunny,55,30 mph,Wind blowing from 290° West-northwest to East-southeast,72%,29.88 Hg,10 mi,PM,1953,2000
20230430,8:53 PM,Passing clouds,53,33 mph,Wind blowing from 290° West-northwest to East-southeast,77%,29.89 Hg,10 mi,PM,2053,2100
20230430,9:53 PM,Passing clouds,53,35 mph,Wind blowing from 290° West-northwest to East-southeast,77%,29.89 Hg,10 mi,PM,2153,2200
20230430,10:53 PM,Passing clouds,53,37 mph,Wind blowing from 290° West-northwest to East-southeast,77%,29.89 Hg,10 mi,PM,2253,2300
20230430,11:53 PM,Passing clouds,52,33 mph,Wind blowing from 300° West-northwest to East-southeast,77%,29.88 Hg,10 mi,PM,2353,2400
20230501,1:53 PM,Broken clouds,58,21 mph,Wind blowing from 260° West to East,65%,29.83 Hg,10 mi,PM,1353,1400
20230501,2:53 PM,Broken clouds,59,20 mph,Wind blowing from 270° West to East,62%,29.83 Hg,10 mi,PM,1453,1500
20230501,3:53 PM,Broken clouds,56,22 mph,Wind blowing from 260° West to East,67%,29.81 Hg,10 mi,PM,1553,1600
20230501,5:53 PM,Cloudy,54,20 mph,Wind blowing from 260° West to East,72%,29.80 Hg,10 mi,PM,1753,1800
20230510,11:53 PM,Passing clouds,55,9 mph,Wind blowing from 280° West to East,72%,30.11 Hg,10 mi,PM,2353,2400
20230501,6:53 PM,Broken clouds,53,28 mph,Wind blowing from 290° West-northwest to East-southeast,74%,29.78 Hg,10 mi,PM,1853,1900
20230501,7:53 PM,Broken clouds,53,22 mph,Wind blowing from 270° West to East,77%,29.78 Hg,10 mi,PM,1953,2000
20230501,8:53 PM,Overcast,53,18 mph,Wind blowing from 270° West to East,72%,29.78 Hg,10 mi,PM,2053,2100
20230501,9:53 PM,Mostly cloudy,52,20 mph,Wind blowing from 270° West to East,77%,29.78 Hg,10 mi,PM,2153,2200
20230501,10:53 PM,Overcast,52,18 mph,Wind blowing from 260° West to East,77%,29.78 Hg,10 mi,PM,2253,2300
20230501,11:53 PM,Overcast,52,16 mph,Wind blowing from 270° West to East,77%,29.78 Hg,10 mi,PM,2353,2400
20230502,1:53 PM,Partly sunny,55,5 mph,Wind blowing from 180° South to North,69%,29.83 Hg,10 mi,PM,1353,1400
20230502,2:53 PM,Light rain. Broken clouds,56,3 mph,Wind blowing from 240° West-southwest to East-northeast,70%,29.82 Hg,10 mi,PM,1453,1500
20230502,3:53 PM,Broken clouds,56,10 mph,Wind blowing from 260° West to East,70%,29.82 Hg,10 mi,PM,1553,1600
20230502,5:53 PM,Broken clouds,56,7 mph,Wind blowing from 320° Northwest to Southeast,75%,29.81 Hg,10 mi,PM,1753,1800
20230502,6:53 PM,Light rain. Broken clouds,54,No wind,Wind blowing from 0° North to South,77%,29.81 Hg,9 mi,PM,1853,1900
20230502,7:53 PM,Broken clouds,55,6 mph,Wind blowing from 80° East to West,72%,29.81 Hg,10 mi,PM,1953,2000
20230502,8:53 PM,Partly cloudy,54,14 mph,Wind blowing from 130° Southeast to Northwest,69%,29.82 Hg,10 mi,PM,2053,2100
20230502,9:53 PM,Partly cloudy,54,17 mph,Wind blowing from 140° Southeast to Northwest,69%,29.83 Hg,10 mi,PM,2153,2200
20230502,10:53 PM,Rain. Overcast,51,20 mph,Wind blowing from 160° South-southeast to North-northwest,77%,29.85 Hg,8 mi,PM,2253,2300
20230502,11:53 PM,Rain. Mostly cloudy,50,8 mph,Wind blowing from 80° East to West,86%,29.84 Hg,9 mi,PM,2353,2400
20230503,2:53 PM,Cloudy,57,5 mph,Wind blowing from 60° East-northeast to West-southwest,78%,29.82 Hg,10 mi,PM,1453,1500
20230503,3:53 PM,Light rain. Cloudy,55,9 mph,Wind blowing from 300° West-northwest to East-southeast,80%,29.81 Hg,10 mi,PM,1553,1600
20230503,5:53 PM,Cloudy,54,12 mph,Wind blowing from 270° West to East,86%,29.82 Hg,10 mi,PM,1753,1800
20230503,6:53 PM,Cloudy,53,5 mph,Wind blowing from 290° West-northwest to East-southeast,89%,29.81 Hg,10 mi,PM,1853,1900
20230503,7:53 PM,Cloudy,53,8 mph,Wind blowing from 310° Northwest to Southeast,86%,29.82 Hg,10 mi,PM,1953,2000
20230503,8:53 PM,Overcast,52,5 mph,Wind blowing from 340° North-northwest to South-southeast,89%,29.84 Hg,10 mi,PM,2053,2100
20230503,9:53 PM,Partly cloudy,52,7 mph,Wind blowing from 320° Northwest to Southeast,89%,29.84 Hg,10 mi,PM,2153,2200
20230503,10:53 PM,Partly cloudy,51,5 mph,Wind blowing from 320° Northwest to Southeast,86%,29.83 Hg,10 mi,PM,2253,2300
20230504,1:53 PM,Partly sunny,59,10 mph,Wind blowing from 270° West to East,64%,29.91 Hg,10 mi,PM,1353,1400
20230504,2:53 PM,Broken clouds,60,10 mph,Wind blowing from 270° West to East,60%,29.92 Hg,10 mi,PM,1453,1500
20230504,3:53 PM,More clouds than sun,59,14 mph,Wind blowing from 270° West to East,64%,29.92 Hg,10 mi,PM,1553,1600
20230504,9:53 PM,Partly cloudy,53,9 mph,Wind blowing from 260° West to East,80%,29.99 Hg,10 mi,PM,2153,2200
20230504,10:53 PM,Overcast,54,7 mph,Wind blowing from 260° West to East,77%,29.99 Hg,10 mi,PM,2253,2300
20230504,11:53 PM,Partly cloudy,53,6 mph,Wind blowing from 280° West to East,77%,29.99 Hg,10 mi,PM,2353,2400
20230505,1:53 PM,Mostly cloudy,60,7 mph,Wind blowing from 250° West-southwest to East-northeast,58%,30.08 Hg,10 mi,PM,1353,1400
20230505,2:53 PM,Mostly cloudy,60,7 mph,Wind blowing from 270° West to East,58%,30.07 Hg,10 mi,PM,1453,1500
20230505,3:53 PM,More clouds than sun,59,14 mph,Wind blowing from 240° West-southwest to East-northeast,64%,30.07 Hg,10 mi,PM,1553,1600
20230505,5:53 PM,Light rain. More clouds than sun,55,12 mph,Wind blowing from 240° West-southwest to East-northeast,80%,30.08 Hg,10 mi,PM,1753,1800
20230505,6:53 PM,More clouds than sun,54,10 mph,Wind blowing from 220° Southwest to Northeast,83%,30.07 Hg,8 mi,PM,1853,1900
20230505,7:53 PM,Light rain. Mostly cloudy,54,8 mph,Wind blowing from 240° West-southwest to East-northeast,83%,30.08 Hg,8 mi,PM,1953,2000
20230505,8:31 PM,Light rain. Overcast,54,8 mph,Wind blowing from 210° South-southwest to North-northeast,83%,30.09 Hg,10 mi,PM,2031,2100
20230505,8:53 PM,Light rain. Overcast,54,7 mph,Wind blowing from 230° Southwest to Northeast,83%,30.09 Hg,10 mi,PM,2053,2100
20230505,9:53 PM,Light rain. Overcast,54,9 mph,Wind blowing from 220° Southwest to Northeast,83%,30.10 Hg,10 mi,PM,2153,2200
20230505,10:53 PM,Overcast,54,10 mph,Wind blowing from 210° South-southwest to North-northeast,83%,30.10 Hg,10 mi,PM,2253,2300
20230505,11:53 PM,Mostly cloudy,54,8 mph,Wind blowing from 200° South-southwest to North-northeast,83%,30.10 Hg,10 mi,PM,2353,2400
20230506,1:53 PM,Cloudy,60,17 mph,Wind blowing from 230° Southwest to Northeast,72%,30.11 Hg,10 mi,PM,1353,1400
20230506,2:53 PM,Broken clouds,59,15 mph,Wind blowing from 210° South-southwest to North-northeast,72%,30.11 Hg,10 mi,PM,1453,1500
20230506,3:53 PM,Broken clouds,60,14 mph,Wind blowing from 260° West to East,72%,30.10 Hg,10 mi,PM,1553,1600
20230506,5:53 PM,Broken clouds,58,12 mph,Wind blowing from 270° West to East,72%,30.10 Hg,10 mi,PM,1753,1800
20230506,6:53 PM,Scattered clouds,57,10 mph,Wind blowing from 270° West to East,69%,30.10 Hg,10 mi,PM,1853,1900
20230506,7:53 PM,Partly sunny,56,10 mph,Wind blowing from 280° West to East,70%,30.11 Hg,10 mi,PM,1953,2000
20230506,8:53 PM,Partly cloudy,55,8 mph,Wind blowing from 280° West to East,72%,30.11 Hg,10 mi,PM,2053,2100
20230506,9:53 PM,Passing clouds,54,7 mph,Wind blowing from 290° West-northwest to East-southeast,77%,30.12 Hg,10 mi,PM,2153,2200
20230506,10:53 PM,Partly cloudy,53,6 mph,Wind blowing from 310° Northwest to Southeast,77%,30.13 Hg,10 mi,PM,2253,2300
20230506,11:53 PM,Passing clouds,52,6 mph,Wind blowing from 310° Northwest to Southeast,83%,30.13 Hg,10 mi,PM,2353,2400
20230507,1:53 PM,Scattered clouds,62,10 mph,Wind blowing from 310° Northwest to Southeast,58%,30.13 Hg,10 mi,PM,1353,1400
20230507,2:53 PM,Scattered clouds,63,15 mph,Wind blowing from 280° West to East,54%,30.13 Hg,10 mi,PM,1453,1500
20230507,3:53 PM,Scattered clouds,62,16 mph,Wind blowing from 270° West to East,56%,30.12 Hg,10 mi,PM,1553,1600
20230507,5:53 PM,Passing clouds,60,17 mph,Wind blowing from 280° West to East,60%,30.10 Hg,10 mi,PM,1753,1800
20230507,6:53 PM,Passing clouds,58,14 mph,Wind blowing from 270° West to East,62%,30.10 Hg,10 mi,PM,1853,1900
20230507,7:53 PM,Passing clouds,55,12 mph,Wind blowing from 280° West to East,72%,30.09 Hg,10 mi,PM,1953,2000
20230507,8:53 PM,Passing clouds,54,9 mph,Wind blowing from 280° West to East,72%,30.10 Hg,10 mi,PM,2053,2100
20230507,9:53 PM,Passing clouds,54,8 mph,Wind blowing from 270° West to East,72%,30.11 Hg,10 mi,PM,2153,2200
20230507,10:53 PM,Passing clouds,54,9 mph,Wind blowing from 260° West to East,72%,30.10 Hg,10 mi,PM,2253,2300
20230507,11:53 PM,Passing clouds,53,9 mph,Wind blowing from 240° West-southwest to East-northeast,74%,30.10 Hg,10 mi,PM,2353,2400
20230508,1:53 PM,Partly sunny,62,10 mph,Wind blowing from 270° West to East,60%,30.11 Hg,10 mi,PM,1353,1400
20230508,2:53 PM,Scattered clouds,63,13 mph,Wind blowing from 270° West to East,54%,30.11 Hg,10 mi,PM,1453,1500
20230508,3:53 PM,Passing clouds,64,14 mph,Wind blowing from 270° West to East,54%,30.09 Hg,10 mi,PM,1553,1600
20230508,5:53 PM,Scattered clouds,60,13 mph,Wind blowing from 260° West to East,60%,30.07 Hg,10 mi,PM,1753,1800
20230508,6:53 PM,Broken clouds,59,15 mph,Wind blowing from 270° West to East,60%,30.08 Hg,10 mi,PM,1853,1900
20230508,7:53 PM,Broken clouds,57,15 mph,Wind blowing from 280° West to East,64%,30.08 Hg,10 mi,PM,1953,2000
20230508,8:53 PM,Passing clouds,56,15 mph,Wind blowing from 280° West to East,70%,30.09 Hg,10 mi,PM,2053,2100
20230508,9:53 PM,Passing clouds,55,13 mph,Wind blowing from 290° West-northwest to East-southeast,74%,30.10 Hg,10 mi,PM,2153,2200
20230508,10:53 PM,Passing clouds,55,12 mph,Wind blowing from 290° West-northwest to East-southeast,77%,30.09 Hg,10 mi,PM,2253,2300
20230508,11:53 PM,Passing clouds,54,10 mph,Wind blowing from 300° West-northwest to East-southeast,80%,30.08 Hg,10 mi,PM,2353,2400
20230509,1:53 PM,Partly sunny,64,15 mph,Wind blowing from 260° West to East,58%,30.02 Hg,10 mi,PM,1353,1400
20230509,2:53 PM,Scattered clouds,64,17 mph,Wind blowing from 270° West to East,58%,30.01 Hg,10 mi,PM,1453,1500
20230509,3:53 PM,Scattered clouds,63,20 mph,Wind blowing from 270° West to East,60%,30.00 Hg,10 mi,PM,1553,1600
20230509,5:53 PM,Passing clouds,61,23 mph,Wind blowing from 280° West to East,65%,30.00 Hg,10 mi,PM,1753,1800
20230509,6:53 PM,Passing clouds,60,20 mph,Wind blowing from 270° West to East,67%,30.00 Hg,10 mi,PM,1853,1900
20230509,7:53 PM,Passing clouds,58,18 mph,Wind blowing from 270° West to East,70%,30.01 Hg,10 mi,PM,1953,2000
20230509,8:53 PM,Passing clouds,56,16 mph,Wind blowing from 280° West to East,75%,30.02 Hg,10 mi,PM,2053,2100
20230509,9:53 PM,Passing clouds,56,13 mph,Wind blowing from 280° West to East,75%,30.04 Hg,10 mi,PM,2153,2200
20230509,10:53 PM,Passing clouds,55,16 mph,Wind blowing from 270° West to East,77%,30.03 Hg,10 mi,PM,2253,2300
20230509,11:53 PM,Passing clouds,55,14 mph,Wind blowing from 280° West to East,74%,30.03 Hg,10 mi,PM,2353,2400
20230510,1:38 PM,Partly sunny,59,10 mph,Wind blowing from 270° West to East,60%,30.12 Hg,10 mi,PM,1338,1400
20230510,1:53 PM,Partly sunny,59,14 mph,Wind blowing from 250° West-southwest to East-northeast,60%,30.12 Hg,10 mi,PM,1353,1400
20230510,2:53 PM,Partly sunny,61,17 mph,Wind blowing from 260° West to East,58%,30.11 Hg,10 mi,PM,1453,1500
20230510,3:53 PM,Scattered clouds,61,16 mph,Wind blowing from 260° West to East,56%,30.10 Hg,10 mi,PM,1553,1600
20230510,5:53 PM,Passing clouds,59,17 mph,Wind blowing from 270° West to East,62%,30.09 Hg,10 mi,PM,1753,1800
